date,receiver_bank,blood_group,component_type,closing_inventory,safety_stock,deficit_units,transfer_received,inventory_after_transfer,remaining_deficit,transfer_status,donor_bank,recommended_transfer_units,donor_wastage_risk,receiver_risk_score,recommended_action
2024-12-25,BB004,AB+,Platelets,0,3.412323915249234,4,2,2.0,1.412323915249234,Partially Resolved,BB005,2,0.9218530209682003,0.6742156186697303,Transfer plus external replenishment required
2024-12-29,BB004,AB+,Platelets,0,3.4608480871225473,4,2,2.0,1.4608480871225473,Partially Resolved,BB010,2,0.9196275112746637,0.6115547612206809,Transfer plus external replenishment required
2024-12-30,BB004,AB+,Platelets,0,3.412323915249234,4,4,4.0,0.0,Resolved,BB010,4,0.906583208908728,0.678714189800598,Transfer recommended
2024-10-01,BB004,B+,Platelets,0,12.331558016092801,13,13,13.0,0.0,Resolved,BB009,13,0.9458832384408931,0.739234664538132,Transfer recommended
2024-10-02,BB004,B+,Platelets,0,11.752023112495648,12,12,12.0,0.0,Resolved,BB001,12,0.9362195216560731,0.7379339885908611,Transfer recommended
2024-10-03,BB004,B+,Platelets,0,11.788764761827771,12,9,9.0,2.788764761827771,Partially Resolved,BB010,9,0.94296665415838,0.7361365741048105,Transfer plus external replenishment required
2024-10-04,BB004,B+,Platelets,0,12.329256090835486,13,13,13.0,0.0,Resolved,BB001,13,0.9312888794867615,0.7382965638575305,Transfer recommended
2024-10-05,BB004,B+,Platelets,2,11.819774191800033,10,10,12.0,0.0,Resolved,BB001,10,0.9358640532113586,0.7383790905488383,Transfer recommended
2024-10-06,BB004,B+,Platelets,1,12.14382557770549,12,12,13.0,0.0,Resolved,BB001,12,0.948903294882197,0.7283325653409756,Transfer recommended
2024-10-07,BB004,B+,Platelets,8,12.108910042996444,5,5,13.0,0.0,Resolved,BB001,5,0.9307830088804364,0.6820524254855371,Transfer recommended
2024-10-08,BB004,B+,Platelets,2,12.414671952777773,11,11,13.0,0.0,Resolved,BB001,11,0.9146156443279272,0.6943045443248583,Transfer recommended
2024-10-09,BB004,B+,Platelets,8,12.262079545750732,5,5,13.0,0.0,Resolved,BB001,5,0.9361738949948364,0.6917939605395396,Transfer recommended
2024-12-06,BB004,B+,Platelets,7,9.070327095621636,3,3,10.0,0.0,Resolved,BB011,3,0.9336885012958416,0.3235583052847534,Transfer recommended
2024-12-07,BB004,B+,Platelets,0,9.620567462198556,10,10,10.0,0.0,Resolved,BB009,10,0.9291391656950865,0.7030792494587028,Transfer recommended
2024-12-08,BB004,B+,Platelets,1,10.068049516737238,10,10,11.0,0.0,Resolved,BB009,10,0.9410062863179337,0.7424911997833301,Transfer recommended
2024-12-09,BB004,B+,Platelets,0,10.523372804521328,11,11,11.0,0.0,Resolved,BB002,11,0.9457203073898832,0.7348606364248738,Transfer recommended
2024-12-10,BB004,B+,Platelets,0,10.560114453853451,11,11,11.0,0.0,Resolved,BB008,11,0.9221160557502979,0.7411128593184768,Transfer recommended
2024-12-11,BB004,B+,Platelets,4,9.499288681832688,6,6,10.0,0.0,Resolved,BB005,6,0.9454607307478645,0.7314467671730907,Transfer recommended
2024-12-12,BB004,B+,Platelets,5,9.321823310845867,5,5,10.0,0.0,Resolved,BB005,5,0.9468206997813519,0.713458599103629,Transfer recommended
2024-12-13,BB004,B+,Platelets,5,9.575021200393113,5,5,10.0,0.0,Resolved,BB005,5,0.95185518434924,0.6878206361932744,Transfer recommended
2024-12-15,BB004,B+,Platelets,7,10.570312687431858,4,4,11.0,0.0,Resolved,BB005,4,0.9426558199179941,0.46751335965438634,Transfer recommended
2024-12-16,BB004,B+,Platelets,8,11.24004875234218,4,4,12.0,0.0,Resolved,BB009,4,0.947994770841994,0.6634269416149108,Transfer recommended
2024-12-05,BB004,B-,Platelets,0,1.117638799611126,2,2,2.0,0.0,Resolved,BB005,2,0.9161989728801594,0.602888200068939,Transfer recommended
2024-12-06,BB004,B-,Platelets,0,1.1496241564311953,2,2,2.0,0.0,Resolved,BB005,2,0.9168496227917963,0.6580421610967566,Transfer recommended
2024-12-07,BB004,B-,Platelets,0,1.1248796167166335,2,2,2.0,0.0,Resolved,BB005,2,0.878610768799291,0.6453560168601169,Transfer recommended
2024-12-08,BB004,B-,Platelets,0,1.1496241564311953,2,0,0.0,1.1496241564311953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-09,BB004,B-,Platelets,0,1.1496241564311953,2,0,0.0,1.1496241564311953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-10,BB004,B-,Platelets,0,1.1248796167166335,2,0,0.0,1.1248796167166335,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-11,BB004,B-,Platelets,0,1.1248796167166335,2,0,0.0,1.1248796167166335,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-12,BB004,B-,Platelets,0,1.196985382751974,2,0,0.0,1.196985382751974,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-22,BB004,B-,Platelets,0,1.0715116532359485,2,0,0.0,1.0715116532359485,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-23,BB004,B-,Platelets,0,1.1999606430483207,2,1,1.0,0.19996064304832073,Resolved,BB005,1,0.9220683977534143,0.6417759795848323,Transfer recommended
2024-12-24,BB004,B-,Platelets,0,1.168733078338719,2,2,2.0,0.0,Resolved,BB005,2,0.9280713329886938,0.6454328521240766,Transfer recommended
2024-10-11,BB004,O+,Platelets,0,18.75019056767879,19,1,1.0,17.75019056767879,Partially Resolved,BB012,1,0.9323156427151741,0.6876021329937725,Transfer plus external replenishment required
2024-10-12,BB004,O+,Platelets,0,17.358130290965416,18,18,18.0,0.0,Resolved,BB012,18,0.9492955331141812,0.7795593282583355,Transfer recommended
2024-10-13,BB004,O+,Platelets,0,17.670058633382823,18,18,18.0,0.0,Resolved,BB008,18,0.9415516493400066,0.7937057647120749,Transfer recommended
2024-10-14,BB004,O+,Platelets,4,17.598932511434743,14,7,11.0,6.598932511434743,Partially Resolved,BB008,7,0.9441048807026778,0.7856851811808927,Transfer plus external replenishment required
2024-10-15,BB004,O+,Platelets,6,17.758523060896152,12,12,18.0,0.0,Resolved,BB003,12,0.9332905099951345,0.80574220573103,Transfer recommended
2024-10-16,BB004,O+,Platelets,4,17.724720466766378,14,14,18.0,0.0,Resolved,BB003,14,0.9374173586457618,0.785170263001169,Transfer recommended
2024-10-18,BB004,O+,Platelets,16,17.09290310766176,2,2,18.0,0.0,Resolved,BB001,2,0.9490254526504028,0.5310098853243956,Transfer recommended
2024-10-23,BB004,O+,Platelets,12,17.398472066186617,6,6,18.0,0.0,Resolved,BB002,6,0.9267105645615392,0.5008070036678542,Transfer recommended
2024-10-24,BB004,O+,Platelets,0,17.43173975650848,18,17,17.0,0.43173975650848107,Resolved,BB010,17,0.9129088627761227,0.7223206771675574,Transfer recommended
2024-10-25,BB004,O+,Platelets,0,17.89647315488018,18,18,18.0,0.0,Resolved,BB002,18,0.9270987410096994,0.7916055317042412,Transfer recommended
2024-10-26,BB004,O+,Platelets,13,16.72868356360866,4,1,14.0,2.7286835636086586,Partially Resolved,BB002,1,0.9069521236291702,0.7133255440294868,Transfer plus external replenishment required
2024-10-27,BB004,O+,Platelets,11,17.232821530517388,7,7,18.0,0.0,Resolved,BB006,7,0.9297732144272117,0.7050289805475256,Transfer recommended
2024-10-28,BB004,O+,Platelets,5,17.43852165011178,13,13,18.0,0.0,Resolved,BB006,13,0.9353273119073158,0.7332299037472523,Transfer recommended
2024-10-29,BB004,O+,Platelets,11,17.53715488010525,7,7,18.0,0.0,Resolved,BB006,7,0.9445460210100445,0.72091281549533,Transfer recommended
2024-10-30,BB004,O+,Platelets,4,17.249563436455343,14,14,18.0,0.0,Resolved,BB006,14,0.9555469857727,0.7489548183235433,Transfer recommended
2024-10-31,BB004,O+,Platelets,1,16.17734888990233,16,16,17.0,0.0,Resolved,BB002,16,0.8641234945381656,0.7533069235933172,Transfer recommended
2024-11-01,BB004,O+,Platelets,0,15.941397620593358,16,16,16.0,0.0,Resolved,BB011,16,0.9211216265922333,0.7880040109265398,Transfer recommended
2024-11-02,BB004,O+,Platelets,2,17.72987502174404,16,16,18.0,0.0,Resolved,BB011,16,0.9518398796957942,0.7931401273591692,Transfer recommended
2024-11-03,BB004,O+,Platelets,14,17.07597259949349,4,4,18.0,0.0,Resolved,BB011,4,0.9582224008413446,0.7004457835143274,Transfer recommended
2024-11-04,BB004,O+,Platelets,8,17.16691785578005,10,10,18.0,0.0,Resolved,BB011,10,0.9476914487812241,0.700904038297272,Transfer recommended
2024-11-05,BB004,O+,Platelets,2,16.911421269688706,15,10,12.0,4.911421269688706,Partially Resolved,BB011,10,0.9475383838020007,0.7314313753131096,Transfer plus external replenishment required
2024-11-06,BB004,O+,Platelets,2,16.5603228326471,15,15,17.0,0.0,Resolved,BB002,15,0.9355218061907199,0.7712998150317318,Transfer recommended
2024-11-07,BB004,O+,Platelets,7,16.233055767473466,10,1,8.0,8.233055767473466,Partially Resolved,BB002,1,0.9392005601860086,0.7695610442206728,Transfer plus external replenishment required
2024-11-08,BB004,O+,Platelets,0,15.87079578456058,16,16,16.0,0.0,Resolved,BB006,16,0.9316541419443111,0.7224534125654907,Transfer recommended
2024-11-09,BB004,O+,Platelets,0,14.523166825727548,15,15,15.0,0.0,Resolved,BB006,15,0.944244504291076,0.7501674108949079,Transfer recommended
2024-11-10,BB004,O+,Platelets,0,15.609233127859703,16,11,11.0,4.609233127859703,Partially Resolved,BB005,11,0.9322075622996805,0.7554737890391994,Transfer plus external replenishment required
2024-11-11,BB004,O+,Platelets,0,16.31152934553582,17,17,17.0,0.0,Resolved,BB001,17,0.942618056285539,0.7514027166154065,Transfer recommended
2024-11-12,BB004,O+,Platelets,0,16.259240213957842,17,17,17.0,0.0,Resolved,BB001,17,0.9498566434948971,0.7705983866407518,Transfer recommended
2024-11-13,BB004,O+,Platelets,0,16.12878317544789,17,17,17.0,0.0,Resolved,BB001,17,0.8959535077998633,0.7673415196237519,Transfer recommended
2024-11-14,BB004,O+,Platelets,0,17.565828119327467,18,18,18.0,0.0,Resolved,BB001,18,0.935611605804858,0.7753469418816907,Transfer recommended
2024-11-15,BB004,O+,Platelets,0,16.998593178193932,17,17,17.0,0.0,Resolved,BB001,17,0.9306232910801251,0.7654730002243983,Transfer recommended
2024-11-16,BB004,O+,Platelets,0,15.96220072741715,16,16,16.0,0.0,Resolved,BB001,16,0.9309658479192945,0.7622640548096571,Transfer recommended
2024-11-17,BB004,O+,Platelets,0,15.788984170756382,16,16,16.0,0.0,Resolved,BB001,16,0.9467200740356423,0.7632672483785745,Transfer recommended
2024-11-18,BB004,O+,Platelets,6,16.034254171809568,11,11,17.0,0.0,Resolved,BB001,11,0.924621716356121,0.7594309604517748,Transfer recommended
2024-11-19,BB004,O+,Platelets,7,16.260265387609756,10,10,17.0,0.0,Resolved,BB001,10,0.8939278171980123,0.7280781202664017,Transfer recommended
2024-11-20,BB004,O+,Platelets,6,16.154586200509844,11,11,17.0,0.0,Resolved,BB001,11,0.907365342571396,0.7353072261212612,Transfer recommended
2024-11-21,BB004,O+,Platelets,8,14.988952781369727,7,7,15.0,0.0,Resolved,BB001,7,0.9196810705043749,0.7192606736472029,Transfer recommended
2024-12-28,BB004,O+,Platelets,13,19.269589938964586,7,7,20.0,0.0,Resolved,BB010,7,0.8768946534554446,0.522263905691268,Transfer recommended
2024-12-29,BB004,O+,Platelets,18,19.238967930613857,2,2,20.0,0.0,Resolved,BB010,2,0.8918222490041292,0.6239686091954448,Transfer recommended
2024-12-30,BB004,O+,Platelets,10,19.725871499539814,10,10,20.0,0.0,Resolved,BB006,10,0.9042998851020974,0.6703323815391071,Transfer recommended
2024-10-30,BB004,O-,Platelets,0,1.838503088969827,2,2,2.0,0.0,Resolved,BB001,2,0.8941475573743629,0.6231827582659613,Transfer recommended
2024-10-31,BB004,O-,Platelets,0,2.0070694808481533,3,3,3.0,0.0,Resolved,BB001,3,0.8728331831197627,0.6679319476944834,Transfer recommended
2024-11-01,BB004,O-,Platelets,0,2.0070694808481533,3,3,3.0,0.0,Resolved,BB005,3,0.9204993962739207,0.6693936031670429,Transfer recommended
2024-11-12,BB004,O-,Platelets,0,1.8758887150284116,2,0,0.0,1.8758887150284116,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-13,BB004,O-,Platelets,0,1.9346429815223107,2,0,0.0,1.9346429815223107,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-14,BB004,O-,Platelets,0,1.9346429815223107,2,0,0.0,1.9346429815223107,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-15,BB004,O-,Platelets,0,1.9658705462319117,2,0,0.0,1.9658705462319117,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-22,BB004,O-,Platelets,0,2.092370322958153,3,3,3.0,0.0,Resolved,BB006,3,0.9331427853502201,0.6488779153261917,Transfer recommended
2024-11-23,BB004,O-,Platelets,0,2.0722224452394404,3,3,3.0,0.0,Resolved,BB003,3,0.8961067944083914,0.6737458037735591,Transfer recommended
2024-11-27,BB004,O-,Platelets,0,1.8142854318320865,2,2,2.0,0.0,Resolved,BB011,2,0.8929652487938995,0.6433500651148839,Transfer recommended
2024-11-28,BB004,O-,Platelets,0,1.7753616976537283,2,2,2.0,0.0,Resolved,BB010,2,0.8448973207243241,0.6718380090507681,Transfer recommended
2024-11-29,BB004,O-,Platelets,0,1.7753616976537283,2,2,2.0,0.0,Resolved,BB007,2,0.8181309057902023,0.6718380090507681,Transfer recommended
2024-11-30,BB004,O-,Platelets,0,1.781333266211118,2,2,2.0,0.0,Resolved,BB009,2,0.9114720231496112,0.6737297140277503,Transfer recommended
2024-12-01,BB004,O-,Platelets,0,1.8702007059482975,2,2,2.0,0.0,Resolved,BB009,2,0.9244261602849232,0.6737599030927655,Transfer recommended
2024-12-02,BB004,O-,Platelets,0,1.9401003135917725,2,2,2.0,0.0,Resolved,BB009,2,0.9244261602849232,0.6737599030927655,Transfer recommended
2024-12-24,BB004,O-,Platelets,1,2.2877748368256383,2,0,1.0,1.2877748368256383,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-25,BB004,O-,Platelets,0,2.2190552748071712,3,1,1.0,1.2190552748071712,Partially Resolved,BB003,1,0.7496333734948715,0.6556086694604227,Transfer plus external replenishment required
2024-12-26,BB004,O-,Platelets,0,2.299899554009788,3,3,3.0,0.0,Resolved,BB003,3,0.913198491667808,0.6673950092812193,Transfer recommended
2024-12-27,BB004,O-,Platelets,1,2.299899554009788,2,2,3.0,0.0,Resolved,BB008,2,0.9190275524197082,0.6678591415887876,Transfer recommended
2024-12-28,BB004,O-,Platelets,0,2.2965853977607162,3,0,0.0,2.2965853977607162,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-29,BB004,O-,Platelets,0,2.3011857932335706,3,0,0.0,2.3011857932335706,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-30,BB004,O-,Platelets,0,2.1626801904479485,3,0,0.0,2.1626801904479485,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-21,BB005,A+,Platelets,0,9.652233337304425,10,10,10.0,0.0,Resolved,BB002,10,0.9221597720284117,0.6475465303851162,Transfer recommended
2024-10-22,BB005,A+,Platelets,0,9.879787620443176,10,10,10.0,0.0,Resolved,BB007,10,0.9368887065714642,0.7247854795283508,Transfer recommended
2024-10-23,BB005,A+,Platelets,0,9.219706201336589,10,10,10.0,0.0,Resolved,BB001,10,0.9007477001454149,0.7305356236619627,Transfer recommended
2024-12-13,BB005,A+,Platelets,6,9.763186090758932,4,4,10.0,0.0,Resolved,BB010,4,0.9406650342504909,0.5542693540662738,Transfer recommended
2024-12-14,BB005,A+,Platelets,3,9.856582806335009,7,7,10.0,0.0,Resolved,BB010,7,0.9474654510400778,0.6888571462165874,Transfer recommended
2024-12-15,BB005,A+,Platelets,2,10.025134919750695,9,9,11.0,0.0,Resolved,BB010,9,0.9474942081134305,0.7359230133172221,Transfer recommended
2024-12-16,BB005,A+,Platelets,1,10.007414711674691,10,10,11.0,0.0,Resolved,BB009,10,0.938620421427932,0.735393673303159,Transfer recommended
2024-12-17,BB005,A+,Platelets,2,9.918217680463354,8,8,10.0,0.0,Resolved,BB009,8,0.971965590327128,0.7466522143058789,Transfer recommended
2024-12-18,BB005,A+,Platelets,1,9.587411654770102,9,9,10.0,0.0,Resolved,BB009,9,0.9534189996971805,0.7339672168153046,Transfer recommended
2024-12-19,BB005,A+,Platelets,0,11.14311972873811,12,12,12.0,0.0,Resolved,BB009,12,0.9544195707727691,0.7330168224523037,Transfer recommended
2024-12-10,BB005,A-,Platelets,0,1.0864112349015245,2,0,0.0,1.0864112349015245,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-12,BB005,A-,Platelets,0,1.1999606430483207,2,2,2.0,0.0,Resolved,BB006,2,0.8876313186413332,0.5964163299093864,Transfer recommended
2024-12-16,BB005,A-,Platelets,0,1.1565625337894843,2,0,0.0,1.1565625337894843,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-17,BB005,A-,Platelets,0,1.1565625337894843,2,2,2.0,0.0,Resolved,BB002,2,0.7075806287446295,0.6591468933410329,Transfer recommended
2024-12-18,BB005,A-,Platelets,0,1.1863583616295927,2,2,2.0,0.0,Resolved,BB002,2,0.8653425195642237,0.6592882755591973,Transfer recommended
2024-12-19,BB005,A-,Platelets,0,1.1565625337894843,2,0,0.0,1.1565625337894843,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-20,BB005,A-,Platelets,0,1.3241852193366772,2,0,0.0,1.3241852193366772,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-21,BB005,A-,Platelets,0,1.2187364995079668,2,2,2.0,0.0,Resolved,BB007,2,0.782240720133298,0.654852486424115,Transfer recommended
2024-12-22,BB005,A-,Platelets,0,1.1999606430483207,2,2,2.0,0.0,Resolved,BB007,2,0.9099112770735711,0.6551126705182317,Transfer recommended
2024-12-23,BB005,A-,Platelets,0,1.168733078338719,2,2,2.0,0.0,Resolved,BB007,2,0.9373324811726961,0.6542442481764141,Transfer recommended
2024-12-28,BB005,A-,Platelets,0,1.0425577732794389,2,2,2.0,0.0,Resolved,BB010,2,0.9270245711584596,0.5978883844201829,Transfer recommended
2024-10-17,BB005,AB+,Platelets,0,2.4427979526925556,3,2,2.0,0.4427979526925556,Resolved,BB007,2,0.9445000328716537,0.5864234639644663,Transfer recommended
2024-10-18,BB005,AB+,Platelets,0,2.586956627099559,3,3,3.0,0.0,Resolved,BB001,3,0.9371800411370624,0.6763897863066849,Transfer recommended
2024-10-19,BB005,AB+,Platelets,0,2.6460396895839593,3,3,3.0,0.0,Resolved,BB001,3,0.9007384782991206,0.6761433269199221,Transfer recommended
2024-10-20,BB005,AB+,Platelets,0,2.586956627099559,3,3,3.0,0.0,Resolved,BB001,3,0.9323248215930869,0.6749990513953601,Transfer recommended
2024-12-15,BB005,AB+,Platelets,0,2.9235283256508797,3,3,3.0,0.0,Resolved,BB007,3,0.8809538820838656,0.6355865567279366,Transfer recommended
2024-12-16,BB005,AB+,Platelets,0,2.9414339306660304,3,3,3.0,0.0,Resolved,BB007,3,0.8961879392546205,0.6757710646640034,Transfer recommended
2024-12-17,BB005,AB+,Platelets,0,2.9414339306660304,3,2,2.0,0.9414339306660304,Resolved,BB007,2,0.9095716344329224,0.6759302751774899,Transfer recommended
2024-10-14,BB005,B+,Platelets,12,15.408659846679749,4,4,16.0,0.0,Resolved,BB010,4,0.9445243385565266,0.6057493935319187,Transfer recommended
2024-10-15,BB005,B+,Platelets,12,13.929522352412738,2,2,14.0,0.0,Resolved,BB011,2,0.9358625875462029,0.6292515492185455,Transfer recommended
2024-10-27,BB005,B+,Platelets,8,13.245501136976701,6,6,14.0,0.0,Resolved,BB001,6,0.9528932382371599,0.36589079962069915,Transfer recommended
2024-10-28,BB005,B+,Platelets,3,12.937217326373583,10,10,13.0,0.0,Resolved,BB001,10,0.9479356166030131,0.7123507139828038,Transfer recommended
2024-11-07,BB005,B+,Platelets,9,10.997529944867063,2,2,11.0,0.0,Resolved,BB008,2,0.8689095833761432,0.4855538648075823,Transfer recommended
2024-12-30,BB005,B+,Platelets,7,10.904155842853571,4,4,11.0,0.0,Resolved,BB004,4,0.9503648763939112,0.6621499099563989,Transfer recommended
2024-10-04,BB005,B-,Platelets,0,1.1972682014559233,2,0,0.0,1.1972682014559233,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-04,BB005,O+,PRBC,39,44.25522635776251,6,6,45.0,0.0,Resolved,BB006,6,0.754645823439652,0.3547950403541211,Transfer recommended
2024-10-25,BB005,O+,Platelets,11,16.982003592063183,6,6,17.0,0.0,Resolved,BB012,6,0.9145760742326449,0.2876214592837377,Transfer recommended
2024-10-29,BB005,O+,Platelets,5,17.906346402254364,13,13,18.0,0.0,Resolved,BB006,13,0.9445460210100445,0.6181125577230293,Transfer recommended
2024-10-30,BB005,O+,Platelets,0,17.436668236429597,18,18,18.0,0.0,Resolved,BB006,18,0.9555469857727,0.7689509079292822,Transfer recommended
2024-10-31,BB005,O+,Platelets,0,17.091605009867997,18,18,18.0,0.0,Resolved,BB006,18,0.936281426673061,0.7983438448591456,Transfer recommended
2024-11-01,BB005,O+,Platelets,14,16.720348996050124,3,3,17.0,0.0,Resolved,BB011,3,0.9211216265922333,0.6769815067064231,Transfer recommended
2024-11-25,BB005,O+,Platelets,5,16.75436629287606,12,12,17.0,0.0,Resolved,BB002,12,0.9437476647328914,0.603256372160895,Transfer recommended
2024-11-26,BB005,O+,Platelets,16,17.36837207661952,2,2,18.0,0.0,Resolved,BB002,2,0.9543458407114823,0.6793131106533339,Transfer recommended
2024-11-27,BB005,O+,Platelets,6,15.6689438128869,10,10,16.0,0.0,Resolved,BB002,10,0.9601368543515819,0.6848085658961243,Transfer recommended
2024-11-28,BB005,O+,Platelets,11,15.901963123200263,5,5,16.0,0.0,Resolved,BB002,5,0.9475286015003598,0.7007062972549783,Transfer recommended
2024-11-29,BB005,O+,Platelets,13,14.658246080378722,2,2,15.0,0.0,Resolved,BB002,2,0.9426948079692862,0.6310178796913715,Transfer recommended
2024-12-06,BB005,O+,Platelets,12,17.975843915251073,6,6,18.0,0.0,Resolved,BB008,6,0.9452016811200937,0.28089024783468397,Transfer recommended
2024-12-07,BB005,O+,Platelets,4,21.207341971533083,18,13,17.0,4.207341971533083,Partially Resolved,BB011,13,0.9345965897465014,0.7819773128758227,Transfer plus external replenishment required
2024-12-08,BB005,O+,Platelets,8,19.521561788217998,12,12,20.0,0.0,Resolved,BB001,12,0.9320324070308016,0.818088218491533,Transfer recommended
2024-12-09,BB005,O+,Platelets,8,17.760429636791237,10,10,18.0,0.0,Resolved,BB009,10,0.9441413864455857,0.7885642327988323,Transfer recommended
2024-12-10,BB005,O+,Platelets,15,19.167153987457862,5,5,20.0,0.0,Resolved,BB006,5,0.9433485901388063,0.7243292040680553,Transfer recommended
2024-11-26,BB005,O-,Platelets,0,1.1009447782828425,2,0,0.0,1.1009447782828425,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-27,BB005,O-,Platelets,0,1.214971089342442,2,2,2.0,0.0,Resolved,BB011,2,0.8929652487938995,0.6674892817788982,Transfer recommended
2024-12-05,BB005,O-,Platelets,1,2.1363753744805156,2,2,3.0,0.0,Resolved,BB009,2,0.8844212642871077,0.5885589838465757,Transfer recommended
2024-12-08,BB005,O-,Platelets,0,2.4773790308534798,3,3,3.0,0.0,Resolved,BB011,3,0.9166759782621234,0.6185727620713162,Transfer recommended
2024-12-09,BB005,O-,Platelets,1,2.4876091254740658,2,2,3.0,0.0,Resolved,BB009,2,0.8160518173280461,0.6748355614591188,Transfer recommended
2024-12-19,BB005,O-,Platelets,1,2.661227943725069,2,2,3.0,0.0,Resolved,BB004,2,0.8331416696776102,0.5830551451020789,Transfer recommended
2024-12-20,BB005,O-,Platelets,0,2.3389322165014286,3,3,3.0,0.0,Resolved,BB004,3,0.9004650749611542,0.6455630433195847,Transfer recommended
2024-12-21,BB005,O-,Platelets,0,2.4336521075790047,3,3,3.0,0.0,Resolved,BB004,3,0.9361088110427472,0.6683697997807801,Transfer recommended
2024-12-22,BB005,O-,Platelets,0,2.5391008274077165,3,0,0.0,2.5391008274077165,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-23,BB005,O-,Platelets,0,2.5391008274077165,3,0,0.0,2.5391008274077165,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-24,BB005,O-,Platelets,0,2.4537999852977173,3,3,3.0,0.0,Resolved,BB003,3,0.5869637268915127,0.6643471867725801,Transfer recommended
2024-10-24,BB006,A+,Platelets,9,10.763870543292319,2,2,11.0,0.0,Resolved,BB010,2,0.9173549232068685,0.5318192239390136,Transfer recommended
2024-10-26,BB006,A+,Platelets,4,10.41636337623047,7,6,10.0,0.4163633762304695,Resolved,BB012,6,0.9343040469759655,0.6615416885102334,Transfer recommended
2024-11-06,BB006,A+,Platelets,7,11.291151709321712,5,3,10.0,1.2911517093217117,Partially Resolved,BB005,3,0.910736938113947,0.5035038958553909,Transfer plus external replenishment required
2024-11-16,BB006,A+,Platelets,0,10.374624810365209,11,11,11.0,0.0,Resolved,BB005,11,0.9300138956024467,0.6276621606446405,Transfer recommended
2024-11-17,BB006,A+,Platelets,6,11.14577309541121,6,6,12.0,0.0,Resolved,BB005,6,0.9391479149617264,0.7143604895918573,Transfer recommended
2024-11-19,BB006,A+,Platelets,4,11.06138592413924,8,8,12.0,0.0,Resolved,BB005,8,0.9482027082140672,0.654062228708403,Transfer recommended
2024-11-20,BB006,A+,Platelets,5,11.029156350817457,7,7,12.0,0.0,Resolved,BB005,7,0.9488661462778791,0.7231283372171886,Transfer recommended
2024-11-21,BB006,A+,Platelets,0,10.97135601712355,11,11,11.0,0.0,Resolved,BB005,11,0.9273701907839275,0.7136600672372178,Transfer recommended
2024-11-22,BB006,A+,Platelets,0,11.615244088264665,12,12,12.0,0.0,Resolved,BB005,12,0.9180077372194927,0.7337494636475339,Transfer recommended
2024-11-23,BB006,A+,Platelets,0,11.484148391932834,12,12,12.0,0.0,Resolved,BB009,12,0.964528274298491,0.7307467773479139,Transfer recommended
2024-11-24,BB006,A+,Platelets,1,11.367934972640471,11,11,12.0,0.0,Resolved,BB009,11,0.957056384733694,0.7287836202359936,Transfer recommended
2024-11-25,BB006,A+,Platelets,4,11.346740805554205,8,8,12.0,0.0,Resolved,BB003,8,0.951142359792719,0.7343983396503357,Transfer recommended
2024-12-02,BB006,A+,Platelets,0,11.58687906553754,12,9,9.0,2.5868790655375395,Partially Resolved,BB001,9,0.8653117923014289,0.6572881770438095,Transfer plus external replenishment required
2024-12-03,BB006,A+,Platelets,9,11.684645884888733,3,3,12.0,0.0,Resolved,BB003,3,0.8685344203174336,0.6685379525380003,Transfer recommended
2024-12-28,BB006,A+,Platelets,6,11.040005457843163,6,6,12.0,0.0,Resolved,BB001,6,0.9557647307228601,0.5921230065078162,Transfer recommended
2024-12-29,BB006,A+,Platelets,0,11.37372203268516,12,12,12.0,0.0,Resolved,BB009,12,0.9448945012957459,0.7143491868070957,Transfer recommended
2024-12-30,BB006,A+,Platelets,0,10.943614188124918,11,11,11.0,0.0,Resolved,BB001,11,0.9524497857439819,0.7486606305387988,Transfer recommended
2024-12-23,BB006,A-,Platelets,0,1.168733078338719,2,2,2.0,0.0,Resolved,BB007,2,0.9373324811726961,0.46103630233391085,Transfer recommended
2024-12-24,BB006,A-,Platelets,0,1.2686802050667874,2,2,2.0,0.0,Resolved,BB007,2,0.9297584329197172,0.6570302247713276,Transfer recommended
2024-12-28,BB006,A-,Platelets,0,1.0713710605007596,2,2,2.0,0.0,Resolved,BB010,2,0.9270245711584596,0.5809790773258379,Transfer recommended
