date,blood_bank_id,blood_group,component_type,opening_inventory,donations_collected,units_discarded_tti,transfers_in,transfers_out,units_requested,units_fulfilled,units_expired,units_wasted,closing_inventory
2024-01-24,BB006,A+,PRBC,192,8,0,0,0,22,22,0,0,178
2024-01-24,BB006,A+,Platelets,15,7,0,0,0,7,7,0,0,15
2024-01-24,BB006,A+,FFP,60,3,0,0,0,1,1,0,0,62
2024-01-24,BB006,AB+,PRBC,98,1,0,0,0,16,16,0,0,83
2024-01-24,BB006,AB+,Platelets,12,3,0,0,0,0,0,0,0,15
2024-01-24,BB006,AB+,FFP,66,8,0,0,0,1,1,0,0,73
2024-01-24,BB006,O-,PRBC,88,3,0,0,0,2,2,0,0,89
2024-01-24,BB006,O-,Platelets,6,2,0,0,0,0,0,0,0,8
2024-01-24,BB006,O-,FFP,34,1,0,0,0,0,0,0,0,35
2024-01-24,BB006,B-,PRBC,59,0,0,0,2,1,1,0,0,56
2024-01-24,BB006,B-,Platelets,5,1,0,0,0,1,1,0,0,5
2024-01-24,BB006,B-,FFP,40,3,0,0,0,0,0,0,0,43
2024-01-24,BB006,A-,PRBC,51,2,0,0,0,1,1,0,0,52
2024-01-24,BB006,A-,Platelets,4,1,0,0,0,1,1,0,0,4
2024-01-24,BB006,A-,FFP,86,1,0,1,0,0,0,0,0,88
2024-01-24,BB006,AB-,PRBC,19,3,0,0,0,2,2,0,0,20
2024-01-24,BB006,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB006,AB-,FFP,1,0,0,0,0,0,0,0,0,1
2024-01-24,BB007,O+,PRBC,620,19,0,0,0,16,16,0,0,623
2024-01-24,BB007,O+,Platelets,44,20,0,0,0,3,3,0,0,61
2024-01-24,BB007,O+,FFP,307,14,0,0,0,4,4,0,0,317
2024-01-24,BB007,B+,PRBC,464,3,0,0,0,6,6,0,0,461
2024-01-24,BB007,B+,Platelets,28,3,0,0,0,19,19,4,4,8
2024-01-24,BB007,B+,FFP,270,0,0,0,0,8,8,0,0,262
2024-01-24,BB007,A+,PRBC,395,9,0,0,0,8,8,0,0,396
2024-01-24,BB007,A+,Platelets,18,11,0,0,3,6,6,0,0,20
2024-01-24,BB007,A+,FFP,210,6,0,0,0,5,5,0,0,211
2024-01-24,BB007,AB+,PRBC,224,1,0,0,0,2,2,0,0,223
2024-01-24,BB007,AB+,Platelets,8,5,0,0,0,3,3,0,0,10
2024-01-24,BB007,AB+,FFP,24,0,0,0,0,0,0,0,0,24
2024-01-24,BB007,O-,PRBC,23,4,0,0,0,4,4,0,0,23
2024-01-24,BB007,O-,Platelets,3,1,0,0,0,3,3,0,0,1
2024-01-24,BB007,O-,FFP,27,0,0,0,0,1,1,0,0,26
2024-01-24,BB007,B-,PRBC,57,2,0,0,0,1,1,0,0,58
2024-01-24,BB007,B-,Platelets,3,0,0,0,0,0,0,0,0,3
2024-01-24,BB007,B-,FFP,44,1,0,0,0,1,1,0,0,44
2024-01-24,BB007,A-,PRBC,44,1,0,0,0,2,2,0,0,43
2024-01-24,BB007,A-,Platelets,2,1,0,0,0,2,2,0,0,1
2024-01-24,BB007,A-,FFP,44,1,0,0,0,0,0,0,0,45
2024-01-24,BB007,AB-,PRBC,15,0,0,0,0,0,0,0,0,15
2024-01-24,BB007,AB-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-24,BB007,AB-,FFP,22,0,0,0,0,0,0,0,0,22
2024-01-24,BB008,O+,PRBC,475,8,0,0,0,5,5,0,0,478
2024-01-24,BB008,O+,Platelets,7,6,0,0,0,6,6,0,0,7
2024-01-24,BB008,O+,FFP,210,4,0,0,0,2,2,0,0,212
2024-01-24,BB008,B+,PRBC,317,12,0,0,0,1,1,0,0,328
2024-01-24,BB008,B+,Platelets,31,8,0,0,0,2,2,2,2,35
2024-01-24,BB008,B+,FFP,62,2,0,0,0,3,3,0,0,61
2024-01-24,BB008,A+,PRBC,306,1,0,0,0,6,6,0,0,301
2024-01-24,BB008,A+,Platelets,13,2,0,0,0,1,1,2,2,12
2024-01-24,BB008,A+,FFP,129,0,0,0,0,3,3,0,0,126
2024-01-24,BB008,AB+,PRBC,76,4,0,0,0,1,1,0,0,79
2024-01-24,BB008,AB+,Platelets,2,1,0,0,0,0,0,0,0,3
2024-01-24,BB008,AB+,FFP,68,1,0,0,0,2,2,0,0,67
2024-01-24,BB008,O-,PRBC,55,1,0,3,0,2,2,0,0,57
2024-01-24,BB008,O-,Platelets,0,1,0,0,0,0,0,0,0,1
2024-01-24,BB008,O-,FFP,30,0,0,0,0,1,1,0,0,29
2024-01-24,BB008,B-,PRBC,25,0,0,1,0,1,1,0,0,25
2024-01-24,BB008,B-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-24,BB008,B-,FFP,27,0,0,0,0,0,0,0,0,27
2024-01-24,BB008,A-,PRBC,26,1,0,0,0,3,3,0,0,24
2024-01-24,BB008,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB008,A-,FFP,28,0,0,0,0,0,0,0,0,28
2024-01-24,BB008,AB-,PRBC,6,0,0,0,0,0,0,0,0,6
2024-01-24,BB008,AB-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-24,BB008,AB-,FFP,17,0,0,0,0,0,0,0,0,17
2024-01-24,BB009,O+,PRBC,738,53,1,0,0,9,9,0,1,782
2024-01-24,BB009,O+,Platelets,17,13,0,0,0,5,5,0,0,25
2024-01-24,BB009,O+,FFP,412,6,0,0,0,13,13,0,0,405
2024-01-24,BB009,B+,PRBC,520,5,0,0,0,14,14,0,0,511
2024-01-24,BB009,B+,Platelets,41,10,0,0,2,4,4,12,12,33
2024-01-24,BB009,B+,FFP,49,8,0,0,0,9,9,0,0,48
2024-01-24,BB009,A+,PRBC,362,5,0,0,0,15,15,0,0,352
2024-01-24,BB009,A+,Platelets,3,1,0,0,0,15,4,0,0,0
2024-01-24,BB009,A+,FFP,171,2,0,0,0,5,5,0,0,168
2024-01-24,BB009,AB+,PRBC,65,3,0,0,0,8,8,0,0,60
2024-01-24,BB009,AB+,Platelets,5,0,0,0,0,2,2,0,0,3
2024-01-24,BB009,AB+,FFP,70,1,0,0,0,2,2,0,0,69
2024-01-24,BB009,O-,PRBC,68,1,0,4,0,1,1,0,0,72
2024-01-24,BB009,O-,Platelets,4,0,0,0,0,0,0,0,0,4
2024-01-24,BB009,O-,FFP,71,0,0,0,0,1,1,0,0,70
2024-01-24,BB009,B-,PRBC,19,1,0,0,0,0,0,0,0,20
2024-01-24,BB009,B-,Platelets,0,1,0,0,0,1,1,0,0,0
2024-01-24,BB009,B-,FFP,17,1,0,0,0,1,1,0,0,17
2024-01-24,BB009,A-,PRBC,34,4,0,0,0,1,1,0,0,37
2024-01-24,BB009,A-,Platelets,1,0,0,0,0,0,0,0,0,1
2024-01-24,BB009,A-,FFP,18,0,0,0,0,0,0,0,0,18
2024-01-24,BB009,AB-,PRBC,24,1,0,0,0,1,1,0,0,24
2024-01-24,BB009,AB-,Platelets,2,0,0,0,0,0,0,1,1,1
2024-01-24,BB009,AB-,FFP,31,0,0,0,0,0,0,0,0,31
2024-01-24,BB010,O+,PRBC,633,53,1,0,0,25,25,0,1,661
2024-01-24,BB010,O+,Platelets,53,0,0,0,0,6,6,0,0,47
2024-01-24,BB010,O+,FFP,264,22,0,0,0,6,6,0,0,280
2024-01-24,BB010,B+,PRBC,374,18,0,0,0,25,25,0,0,367
2024-01-24,BB010,B+,Platelets,15,36,0,0,0,2,2,0,0,49
2024-01-24,BB010,B+,FFP,214,4,0,0,0,3,3,0,0,215
2024-01-24,BB010,A+,PRBC,66,25,0,0,0,6,6,0,0,85
2024-01-24,BB010,A+,Platelets,14,12,0,0,0,7,7,0,0,19
2024-01-24,BB010,A+,FFP,117,1,0,0,0,1,1,0,0,117
2024-01-24,BB010,AB+,PRBC,142,1,0,0,0,6,6,0,0,137
2024-01-24,BB010,AB+,Platelets,24,1,0,0,0,0,0,12,12,13
2024-01-24,BB010,AB+,FFP,66,2,0,5,0,1,1,0,0,72
2024-01-24,BB010,O-,PRBC,58,5,0,0,0,1,1,0,0,62
2024-01-24,BB010,O-,Platelets,0,1,0,0,0,0,0,0,0,1
2024-01-24,BB010,O-,FFP,22,0,0,0,0,1,1,0,0,21
2024-01-24,BB010,B-,PRBC,46,1,0,0,0,1,1,0,0,46
2024-01-24,BB010,B-,Platelets,1,2,0,0,0,1,1,0,0,2
2024-01-24,BB010,B-,FFP,35,0,0,0,0,0,0,0,0,35
2024-01-24,BB010,A-,PRBC,42,0,0,0,0,1,1,0,0,41
2024-01-24,BB010,A-,Platelets,1,0,0,0,0,0,0,0,0,1
2024-01-24,BB010,A-,FFP,31,0,0,0,0,0,0,0,0,31
2024-01-24,BB010,AB-,PRBC,14,0,0,0,0,0,0,0,0,14
2024-01-24,BB010,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB010,AB-,FFP,34,0,0,0,0,0,0,0,0,34
2024-01-24,BB011,O+,PRBC,272,12,0,0,0,9,9,0,0,275
2024-01-24,BB011,O+,Platelets,50,9,0,4,0,6,6,2,2,55
2024-01-24,BB011,O+,FFP,161,7,0,0,0,2,2,0,0,166
2024-01-24,BB011,B+,PRBC,288,1,0,0,0,6,6,0,0,283
2024-01-24,BB011,B+,Platelets,20,0,0,0,0,1,1,0,0,19
2024-01-24,BB011,B+,FFP,11,0,0,0,0,5,5,0,0,6
2024-01-24,BB011,A+,PRBC,169,2,0,0,0,6,6,0,0,165
2024-01-24,BB011,A+,Platelets,16,15,0,0,0,1,1,0,0,30
2024-01-24,BB011,A+,FFP,87,1,0,0,0,2,2,0,0,86
2024-01-24,BB011,AB+,PRBC,100,14,0,0,0,8,8,0,0,106
2024-01-24,BB011,AB+,Platelets,11,0,0,0,0,0,0,1,1,10
2024-01-24,BB011,AB+,FFP,27,0,0,5,0,0,0,0,0,32
2024-01-24,BB011,O-,PRBC,54,1,0,0,0,1,1,0,0,54
2024-01-24,BB011,O-,Platelets,4,1,0,0,0,0,0,0,0,5
2024-01-24,BB011,O-,FFP,25,1,0,0,0,0,0,0,0,26
2024-01-24,BB011,B-,PRBC,17,2,0,0,0,0,0,0,0,19
2024-01-24,BB011,B-,Platelets,0,1,0,0,0,1,1,0,0,0
2024-01-24,BB011,B-,FFP,19,0,0,0,0,0,0,0,0,19
2024-01-24,BB011,A-,PRBC,18,0,0,5,0,0,0,0,0,23
2024-01-24,BB011,A-,Platelets,2,1,0,0,0,0,0,0,0,3
2024-01-24,BB011,A-,FFP,23,0,0,0,0,0,0,0,0,23
2024-01-24,BB011,AB-,PRBC,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB011,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB011,AB-,FFP,17,0,0,0,0,0,0,0,0,17
2024-01-24,BB012,O+,PRBC,117,5,0,0,0,4,4,0,0,118
2024-01-24,BB012,O+,Platelets,22,4,0,0,0,2,2,5,5,19
2024-01-24,BB012,O+,FFP,116,1,0,0,0,1,1,0,0,116
2024-01-24,BB012,B+,PRBC,117,0,0,0,0,9,9,0,0,108
2024-01-24,BB012,B+,Platelets,9,1,0,0,0,1,1,4,4,5
2024-01-24,BB012,B+,FFP,34,0,0,0,0,0,0,0,0,34
2024-01-24,BB012,A+,PRBC,81,5,0,0,0,2,2,0,0,84
2024-01-24,BB012,A+,Platelets,6,1,0,0,0,2,2,0,0,5
2024-01-24,BB012,A+,FFP,40,1,0,0,0,1,1,0,0,40
2024-01-24,BB012,AB+,PRBC,4,1,0,0,0,0,0,0,0,5
2024-01-24,BB012,AB+,Platelets,3,0,0,0,0,0,0,0,0,3
2024-01-24,BB012,AB+,FFP,16,0,0,0,0,0,0,0,0,16
2024-01-24,BB012,O-,PRBC,1,0,0,0,0,1,1,0,0,0
2024-01-24,BB012,O-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB012,O-,FFP,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB012,B-,PRBC,8,0,0,0,0,1,1,0,0,7
2024-01-24,BB012,B-,Platelets,9,0,0,0,0,0,0,0,0,9
2024-01-24,BB012,B-,FFP,8,0,0,0,0,0,0,0,0,8
2024-01-24,BB012,A-,PRBC,9,0,0,0,0,0,0,0,0,9
2024-01-24,BB012,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB012,A-,FFP,7,0,0,0,0,0,0,0,0,7
2024-01-24,BB012,AB-,PRBC,2,0,0,0,0,0,0,0,0,2
2024-01-24,BB012,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-24,BB012,AB-,FFP,5,0,0,0,5,0,0,0,0,0
2024-01-25,BB001,O+,PRBC,229,43,0,0,0,9,9,0,0,263
2024-01-25,BB001,O+,Platelets,37,6,0,0,0,16,16,0,0,27
2024-01-25,BB001,O+,FFP,206,2,0,0,0,9,9,0,0,199
2024-01-25,BB001,B+,PRBC,388,2,0,0,0,7,7,0,0,383
2024-01-25,BB001,B+,Platelets,48,5,0,0,0,5,5,0,0,48
2024-01-25,BB001,B+,FFP,234,4,0,0,0,7,7,0,0,231
2024-01-25,BB001,A+,PRBC,538,3,0,0,0,21,21,0,0,520
2024-01-25,BB001,A+,Platelets,0,3,0,0,0,3,3,0,0,0
2024-01-25,BB001,A+,FFP,248,1,0,0,0,3,3,0,0,246
2024-01-25,BB001,AB+,PRBC,18,18,0,0,0,0,0,0,0,36
2024-01-25,BB001,AB+,Platelets,6,4,0,0,0,2,2,0,0,8
2024-01-25,BB001,AB+,FFP,53,3,0,0,0,8,8,0,0,48
2024-01-25,BB001,O-,PRBC,102,1,0,0,0,6,6,0,0,97
2024-01-25,BB001,O-,Platelets,4,0,0,0,0,0,0,0,0,4
2024-01-25,BB001,O-,FFP,11,1,0,0,0,1,1,0,0,11
2024-01-25,BB001,B-,PRBC,40,2,0,0,0,0,0,0,0,42
2024-01-25,BB001,B-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-25,BB001,B-,FFP,13,0,0,0,1,1,1,0,0,11
2024-01-25,BB001,A-,PRBC,32,1,0,0,0,1,1,0,0,32
2024-01-25,BB001,A-,Platelets,2,1,0,0,0,1,1,0,0,2
2024-01-25,BB001,A-,FFP,25,0,0,0,0,0,0,0,0,25
2024-01-25,BB001,AB-,PRBC,4,1,0,0,0,1,1,0,0,4
2024-01-25,BB001,AB-,Platelets,4,0,0,0,0,0,0,0,0,4
2024-01-25,BB001,AB-,FFP,31,0,0,0,0,0,0,0,0,31
2024-01-25,BB002,O+,PRBC,369,18,0,0,0,3,3,0,0,384
2024-01-25,BB002,O+,Platelets,0,8,0,0,0,3,3,0,0,5
2024-01-25,BB002,O+,FFP,171,2,0,0,0,8,8,0,0,165
2024-01-25,BB002,B+,PRBC,97,2,0,0,0,3,3,0,0,96
2024-01-25,BB002,B+,Platelets,0,4,0,0,0,7,4,0,0,0
2024-01-25,BB002,B+,FFP,70,2,0,0,0,2,2,0,0,70
2024-01-25,BB002,A+,PRBC,246,3,0,0,0,4,4,0,0,245
2024-01-25,BB002,A+,Platelets,16,2,0,0,0,4,4,0,0,14
2024-01-25,BB002,A+,FFP,62,3,0,0,0,2,2,0,0,63
2024-01-25,BB002,AB+,PRBC,72,0,0,0,0,5,5,0,0,67
2024-01-25,BB002,AB+,Platelets,5,2,0,0,0,1,1,0,0,6
2024-01-25,BB002,AB+,FFP,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB002,O-,PRBC,29,7,0,0,0,3,3,0,0,33
2024-01-25,BB002,O-,Platelets,3,0,0,0,0,1,1,0,0,2
2024-01-25,BB002,O-,FFP,21,1,0,0,0,0,0,0,0,22
2024-01-25,BB002,B-,PRBC,6,1,0,0,0,0,0,0,0,7
2024-01-25,BB002,B-,Platelets,1,1,0,0,0,0,0,0,0,2
2024-01-25,BB002,B-,FFP,31,0,0,0,0,0,0,0,0,31
2024-01-25,BB002,A-,PRBC,24,1,0,0,0,0,0,0,0,25
2024-01-25,BB002,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB002,A-,FFP,26,0,0,0,0,0,0,0,0,26
2024-01-25,BB002,AB-,PRBC,16,0,0,0,0,0,0,0,0,16
2024-01-25,BB002,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB002,AB-,FFP,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB003,O+,PRBC,164,2,0,0,0,14,14,0,0,152
2024-01-25,BB003,O+,Platelets,88,5,0,0,3,2,2,10,10,78
2024-01-25,BB003,O+,FFP,154,2,0,0,0,8,8,0,0,148
2024-01-25,BB003,B+,PRBC,570,4,0,0,0,22,22,0,0,552
2024-01-25,BB003,B+,Platelets,18,10,0,0,0,7,7,0,0,21
2024-01-25,BB003,B+,FFP,267,1,0,0,0,7,7,0,0,261
2024-01-25,BB003,A+,PRBC,612,13,0,0,0,17,17,0,0,608
2024-01-25,BB003,A+,Platelets,36,10,0,0,0,5,5,0,0,41
2024-01-25,BB003,A+,FFP,332,7,0,0,0,4,4,0,0,335
2024-01-25,BB003,AB+,PRBC,80,3,0,0,0,1,1,0,0,82
2024-01-25,BB003,AB+,Platelets,0,8,0,0,0,1,1,0,0,7
2024-01-25,BB003,AB+,FFP,83,4,0,0,0,0,0,0,0,87
2024-01-25,BB003,O-,PRBC,82,1,0,0,0,2,2,0,0,81
2024-01-25,BB003,O-,Platelets,0,1,0,0,0,2,1,0,0,0
2024-01-25,BB003,O-,FFP,31,0,0,0,0,1,1,0,0,30
2024-01-25,BB003,B-,PRBC,13,1,0,4,0,1,1,0,0,17
2024-01-25,BB003,B-,Platelets,6,1,0,0,0,0,0,0,0,7
2024-01-25,BB003,B-,FFP,85,0,0,0,0,0,0,0,0,85
2024-01-25,BB003,A-,PRBC,33,0,0,0,0,1,1,0,0,32
2024-01-25,BB003,A-,Platelets,3,1,0,0,0,0,0,0,0,4
2024-01-25,BB003,A-,FFP,57,0,0,0,0,0,0,0,0,57
2024-01-25,BB003,AB-,PRBC,9,0,0,0,0,0,0,0,0,9
2024-01-25,BB003,AB-,Platelets,3,0,0,0,0,0,0,0,0,3
2024-01-25,BB003,AB-,FFP,3,0,0,0,0,0,0,0,0,3
2024-01-25,BB004,O+,PRBC,841,13,0,0,0,25,25,0,0,829
2024-01-25,BB004,O+,Platelets,89,14,0,0,0,17,17,17,17,69
2024-01-25,BB004,O+,FFP,58,10,0,0,0,12,12,0,0,56
2024-01-25,BB004,B+,PRBC,445,4,0,0,0,10,10,0,0,439
2024-01-25,BB004,B+,Platelets,11,5,0,0,0,10,10,0,0,6
2024-01-25,BB004,B+,FFP,191,1,0,0,0,2,2,0,0,190
2024-01-25,BB004,A+,PRBC,186,9,0,0,0,2,2,0,0,193
2024-01-25,BB004,A+,Platelets,3,2,0,0,0,1,1,0,0,4
2024-01-25,BB004,A+,FFP,117,7,0,0,0,4,4,0,0,120
2024-01-25,BB004,AB+,PRBC,49,0,0,0,0,0,0,0,0,49
2024-01-25,BB004,AB+,Platelets,8,2,0,0,0,4,4,1,1,5
2024-01-25,BB004,AB+,FFP,16,1,0,0,0,2,2,0,0,15
2024-01-25,BB004,O-,PRBC,47,1,0,0,0,1,1,0,0,47
2024-01-25,BB004,O-,Platelets,6,1,0,0,0,0,0,0,0,7
2024-01-25,BB004,O-,FFP,32,2,0,0,0,0,0,0,0,34
2024-01-25,BB004,B-,PRBC,56,1,0,1,0,0,0,0,0,58
2024-01-25,BB004,B-,Platelets,12,0,0,0,0,0,0,7,7,5
2024-01-25,BB004,B-,FFP,18,1,0,0,0,0,0,0,0,19
2024-01-25,BB004,A-,PRBC,47,4,0,0,0,0,0,0,0,51
2024-01-25,BB004,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB004,A-,FFP,18,0,0,0,0,1,1,0,0,17
2024-01-25,BB004,AB-,PRBC,13,1,0,3,0,0,0,0,0,17
2024-01-25,BB004,AB-,Platelets,0,0,0,0,0,1,0,0,0,0
2024-01-25,BB004,AB-,FFP,28,0,0,0,0,0,0,0,0,28
2024-01-25,BB005,O+,PRBC,220,68,1,0,0,17,17,0,1,271
2024-01-25,BB005,O+,Platelets,26,14,0,0,0,23,23,0,0,17
2024-01-25,BB005,O+,FFP,288,20,0,0,0,4,4,0,0,304
2024-01-25,BB005,B+,PRBC,307,6,0,0,0,11,11,0,0,302
2024-01-25,BB005,B+,Platelets,0,1,0,0,0,2,1,0,0,0
2024-01-25,BB005,B+,FFP,285,10,0,0,0,4,4,0,0,291
2024-01-25,BB005,A+,PRBC,226,5,0,0,0,8,8,0,0,223
2024-01-25,BB005,A+,Platelets,11,9,0,0,0,7,7,0,0,13
2024-01-25,BB005,A+,FFP,72,2,0,0,0,2,2,0,0,72
2024-01-25,BB005,AB+,PRBC,99,0,0,0,0,3,3,0,0,96
2024-01-25,BB005,AB+,Platelets,11,0,0,0,0,0,0,0,0,11
2024-01-25,BB005,AB+,FFP,58,0,0,0,0,2,2,0,0,56
2024-01-25,BB005,O-,PRBC,102,2,0,0,0,4,4,0,0,100
2024-01-25,BB005,O-,Platelets,4,1,0,0,0,0,0,0,0,5
2024-01-25,BB005,O-,FFP,25,0,0,0,0,3,3,0,0,22
2024-01-25,BB005,B-,PRBC,47,1,0,0,0,0,0,0,0,48
2024-01-25,BB005,B-,Platelets,3,0,0,0,0,0,0,0,0,3
2024-01-25,BB005,B-,FFP,14,0,0,0,0,0,0,0,0,14
2024-01-25,BB005,A-,PRBC,46,0,0,0,0,1,1,0,0,45
2024-01-25,BB005,A-,Platelets,0,1,0,0,0,1,1,0,0,0
2024-01-25,BB005,A-,FFP,21,1,0,0,0,1,1,0,0,21
2024-01-25,BB005,AB-,PRBC,9,1,0,2,0,0,0,0,0,12
2024-01-25,BB005,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB005,AB-,FFP,6,0,0,0,0,0,0,0,0,6
2024-01-25,BB006,O+,PRBC,887,16,0,0,0,80,80,0,0,823
2024-01-25,BB006,O+,Platelets,22,6,0,0,0,8,8,0,0,20
2024-01-25,BB006,O+,FFP,137,12,0,0,0,2,2,0,0,147
2024-01-25,BB006,B+,PRBC,81,33,0,0,0,8,8,0,0,106
2024-01-25,BB006,B+,Platelets,53,2,0,0,0,15,15,0,0,40
2024-01-25,BB006,B+,FFP,362,9,0,0,0,5,5,0,0,366
2024-01-25,BB006,A+,PRBC,178,6,0,0,0,2,2,0,0,182
2024-01-25,BB006,A+,Platelets,15,3,0,0,0,7,7,0,0,11
2024-01-25,BB006,A+,FFP,62,4,0,0,0,11,11,0,0,55
2024-01-25,BB006,AB+,PRBC,83,4,0,0,0,2,2,0,0,85
2024-01-25,BB006,AB+,Platelets,15,0,0,0,0,0,0,0,0,15
2024-01-25,BB006,AB+,FFP,73,3,0,0,0,0,0,0,0,76
2024-01-25,BB006,O-,PRBC,89,1,0,0,5,1,1,0,0,84
2024-01-25,BB006,O-,Platelets,8,1,0,0,0,1,1,0,0,8
2024-01-25,BB006,O-,FFP,35,1,0,0,0,0,0,0,0,36
2024-01-25,BB006,B-,PRBC,56,2,0,0,0,3,3,0,0,55
2024-01-25,BB006,B-,Platelets,5,1,0,0,0,0,0,0,0,6
2024-01-25,BB006,B-,FFP,43,1,0,0,0,0,0,0,0,44
2024-01-25,BB006,A-,PRBC,52,0,0,0,0,1,1,0,0,51
2024-01-25,BB006,A-,Platelets,4,0,0,0,0,1,1,0,0,3
2024-01-25,BB006,A-,FFP,88,0,0,0,0,1,1,0,0,87
2024-01-25,BB006,AB-,PRBC,20,1,0,0,0,0,0,0,0,21
2024-01-25,BB006,AB-,Platelets,0,0,0,0,0,1,0,0,0,0
2024-01-25,BB006,AB-,FFP,1,0,0,0,0,0,0,0,0,1
2024-01-25,BB007,O+,PRBC,623,38,0,0,0,2,2,0,0,659
2024-01-25,BB007,O+,Platelets,61,4,0,0,0,1,1,0,0,64
2024-01-25,BB007,O+,FFP,317,7,0,0,1,10,10,0,0,313
2024-01-25,BB007,B+,PRBC,461,12,0,0,0,11,11,0,0,462
2024-01-25,BB007,B+,Platelets,8,24,0,0,0,10,10,0,0,22
2024-01-25,BB007,B+,FFP,262,6,0,0,0,6,6,0,0,262
2024-01-25,BB007,A+,PRBC,396,7,0,0,0,5,5,0,0,398
2024-01-25,BB007,A+,Platelets,20,18,0,0,0,22,22,0,0,16
2024-01-25,BB007,A+,FFP,211,1,0,0,0,6,6,0,0,206
2024-01-25,BB007,AB+,PRBC,223,1,0,0,0,3,3,0,0,221
2024-01-25,BB007,AB+,Platelets,10,8,0,0,0,1,1,1,1,16
2024-01-25,BB007,AB+,FFP,24,3,0,0,0,6,6,0,0,21
2024-01-25,BB007,O-,PRBC,23,1,0,0,0,0,0,0,0,24
2024-01-25,BB007,O-,Platelets,1,0,0,0,0,1,1,0,0,0
2024-01-25,BB007,O-,FFP,26,1,0,0,0,0,0,0,0,27
2024-01-25,BB007,B-,PRBC,58,2,0,0,0,1,1,0,0,59
2024-01-25,BB007,B-,Platelets,3,0,0,0,0,0,0,0,0,3
2024-01-25,BB007,B-,FFP,44,1,0,0,0,0,0,0,0,45
2024-01-25,BB007,A-,PRBC,43,1,0,0,0,2,2,0,0,42
2024-01-25,BB007,A-,Platelets,1,1,0,0,0,0,0,0,0,2
2024-01-25,BB007,A-,FFP,45,0,0,0,0,0,0,0,0,45
2024-01-25,BB007,AB-,PRBC,15,1,0,0,0,0,0,0,0,16
2024-01-25,BB007,AB-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-25,BB007,AB-,FFP,22,1,0,0,3,0,0,0,0,20
2024-01-25,BB008,O+,PRBC,478,0,0,0,0,17,17,0,0,461
2024-01-25,BB008,O+,Platelets,7,7,0,0,0,8,8,0,0,6
2024-01-25,BB008,O+,FFP,212,3,0,0,0,0,0,0,0,215
2024-01-25,BB008,B+,PRBC,328,0,0,0,4,2,2,2,2,320
2024-01-25,BB008,B+,Platelets,35,6,0,0,0,5,5,3,3,33
2024-01-25,BB008,B+,FFP,61,3,0,0,0,1,1,0,0,63
2024-01-25,BB008,A+,PRBC,301,14,0,0,0,2,2,0,0,313
2024-01-25,BB008,A+,Platelets,12,6,0,0,0,2,2,2,2,14
2024-01-25,BB008,A+,FFP,126,0,0,0,0,0,0,0,0,126
2024-01-25,BB008,AB+,PRBC,79,1,0,0,0,5,5,0,0,75
2024-01-25,BB008,AB+,Platelets,3,1,0,0,0,1,1,0,0,3
2024-01-25,BB008,AB+,FFP,67,0,0,0,0,0,0,0,0,67
2024-01-25,BB008,O-,PRBC,57,2,0,0,0,1,1,0,0,58
2024-01-25,BB008,O-,Platelets,1,1,0,0,0,0,0,0,0,2
2024-01-25,BB008,O-,FFP,29,0,0,0,0,1,1,0,0,28
2024-01-25,BB008,B-,PRBC,25,0,0,0,0,1,1,0,0,24
2024-01-25,BB008,B-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-25,BB008,B-,FFP,27,1,0,0,0,0,0,0,0,28
2024-01-25,BB008,A-,PRBC,24,0,0,0,0,0,0,0,0,24
2024-01-25,BB008,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2024-01-25,BB008,A-,FFP,28,0,0,0,0,0,0,0,0,28
2024-01-25,BB008,AB-,PRBC,6,0,0,0,0,0,0,0,0,6
2024-01-25,BB008,AB-,Platelets,2,0,0,0,0,0,0,0,0,2
2024-01-25,BB008,AB-,FFP,17,0,0,0,0,0,0,0,0,17
2024-01-25,BB009,O+,PRBC,782,11,0,0,0,45,45,0,0,748
2024-01-25,BB009,O+,Platelets,25,2,0,0,0,6,6,0,0,21
2024-01-25,BB009,O+,FFP,405,4,0,0,0,12,12,0,0,397
